RIC,ISIN,Company Common Name,Country of Headquarters,Country of Exchange,TRBC Economic Sector Name,TRBC Economic Sector Code,TRBC Business Sector Name,TRBC Business Sector Code,TRBC Industry Group Name,TRBC Industry Group Code,TRBC Industry Name,TRBC Industry Code,TRBC Activity Name,TRBC Activity Code,Organization Founded Year
SYN0131.X,SY0000000131,Synthetic Firm 0131,Germany,Germany,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1963.0
SYN0132.X,SY0000000132,Synthetic Firm 0132,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1974.0
SYN0133.X,SY0000000133,Synthetic Firm 0133,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2011.0
SYN0134.X,SY0000000134,Synthetic Firm 0134,Romania,Romania,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2012.0
SYN0135.X,SY0000000135,Synthetic Firm 0135,France,France,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1996.0
SYN0136.X,SY0000000136,Synthetic Firm 0136,Iceland,Iceland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1994.0
SYN0137.X,SY0000000137,Synthetic Firm 0137,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1963.0
SYN0138.X,SY0000000138,Synthetic Firm 0138,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2024.0
SYN0139.X,SY0000000139,Synthetic Firm 0139,Switzerland,Switzerland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2003.0
SYN0140.X,SY0000000140,Synthetic Firm 0140,Iceland,Iceland,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2000.0
SYN0141.X,SY0000000141,Synthetic Firm 0141,Austria,Austria,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1994.0
SYN0142.X,SY0000000142,Synthetic Firm 0142,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1970.0
SYN0143.X,SY0000000143,Synthetic Firm 0143,France,France,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2019.0
SYN0144.X,SY0000000144,Synthetic Firm 0144,Romania,Romania,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2007.0
SYN0145.X,SY0000000145,Synthetic Firm 0145,Malta,Malta,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1996.0
SYN0146.X,SY0000000146,Synthetic Firm 0146,Russia,Russia,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1983.0
SYN0147.X,SY0000000147,Synthetic Firm 0147,United Kingdom,United Kingdom,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2017.0
SYN0148.X,SY0000000148,Synthetic Firm 0148,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1998.0
SYN0149.X,SY0000000149,Synthetic Firm 0149,Belgium,Belgium,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2018.0
SYN0150.X,SY0000000150,Synthetic Firm 0150,Belgium,Belgium,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1981.0
SYN0151.X,SY0000000151,Synthetic Firm 0151,Germany,Germany,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2022.0
SYN0152.X,SY0000000152,Synthetic Firm 0152,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2023.0
SYN0153.X,SY0000000153,Synthetic Firm 0153,Austria,Austria,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1997.0
SYN0154.X,SY0000000154,Synthetic Firm 0154,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1955.0
SYN0155.X,SY0000000155,Synthetic Firm 0155,Switzerland,Switzerland,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2003.0
SYN0156.X,SY0000000156,Synthetic Firm 0156,Spain,Spain,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2013.0
SYN0157.X,SY0000000157,Synthetic Firm 0157,Israel,Israel,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2015.0
SYN0158.X,SY0000000158,Synthetic Firm 0158,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1965.0
SYN0159.X,SY0000000159,Synthetic Firm 0159,Sweden,Sweden,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2017.0
SYN0160.X,SY0000000160,Synthetic Firm 0160,United Kingdom,United Kingdom,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2023.0
SYN0161.X,SY0000000161,Synthetic Firm 0161,Sweden,Sweden,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1918.0
SYN0162.X,SY0000000162,Synthetic Firm 0162,Ireland,Ireland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1953.0
SYN0163.X,SY0000000163,Synthetic Firm 0163,Norway,Norway,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1918.0
SYN0164.X,SY0000000164,Synthetic Firm 0164,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1957.0
SYN0165.X,SY0000000165,Synthetic Firm 0165,Denmark,Denmark,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1987.0
SYN0166.X,SY0000000166,Synthetic Firm 0166,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1941.0
SYN0167.X,SY0000000167,Synthetic Firm 0167,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1970.0
SYN0168.X,SY0000000168,Synthetic Firm 0168,Turkey,Turkey,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,2010.0
SYN0169.X,SY0000000169,Synthetic Firm 0169,Belgium,Belgium,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2013.0
SYN0170.X,SY0000000170,Synthetic Firm 0170,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1934.0
SYN0171.X,SY0000000171,Synthetic Firm 0171,Germany,Germany,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1945.0
SYN0172.X,SY0000000172,Synthetic Firm 0172,Germany,Germany,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2008.0
SYN0173.X,SY0000000173,Synthetic Firm 0173,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,2015.0
SYN0174.X,SY0000000174,Synthetic Firm 0174,Switzerland,Switzerland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2000.0
SYN0175.X,SY0000000175,Synthetic Firm 0175,Hungary,Hungary,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2022.0
SYN0176.X,SY0000000176,Synthetic Firm 0176,United Kingdom,United Kingdom,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1960.0
SYN0177.X,SY0000000177,Synthetic Firm 0177,Iceland,Iceland,Academic & Educational Services,60.0,Academic & Educational Services Services,60.0,Academic & Educational Services Group,60.0,Academic & Educational Services Industry,60.0,Academic & Educational Services Activity,60.0,1981.0
SYN0178.X,SY0000000178,Synthetic Firm 0178,Croatia,Croatia,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1967.0
SYN0179.X,SY0000000179,Synthetic Firm 0179,Sweden,Sweden,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1977.0
SYN0180.X,SY0000000180,Synthetic Firm 0180,Luxembourg,Luxembourg,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,2004.0
SYN0181.X,SY0000000181,Synthetic Firm 0181,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1999.0
SYN0182.X,SY0000000182,Synthetic Firm 0182,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1993.0
SYN0183.X,SY0000000183,Synthetic Firm 0183,Luxembourg,Luxembourg,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1965.0
SYN0184.X,SY0000000184,Synthetic Firm 0184,France,France,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1993.0
SYN0185.X,SY0000000185,Synthetic Firm 0185,Romania,Romania,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,2008.0
SYN0186.X,SY0000000186,Synthetic Firm 0186,Germany,Germany,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,1995.0
SYN0187.X,SY0000000187,Synthetic Firm 0187,Austria,Austria,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1939.0
SYN0188.X,SY0000000188,Synthetic Firm 0188,Norway,Norway,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,1981.0
SYN0189.X,SY0000000189,Synthetic Firm 0189,Germany,Germany,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,0.0
SYN0190.X,SY0000000190,Synthetic Firm 0190,Spain,Spain,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1923.0
SYN0191.X,SY0000000191,Synthetic Firm 0191,Sweden,Sweden,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1996.0
SYN0192.X,SY0000000192,Synthetic Firm 0192,Netherlands,Netherlands,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1941.0
SYN0193.X,SY0000000193,Synthetic Firm 0193,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,0.0
SYN0194.X,SY0000000194,Synthetic Firm 0194,United Kingdom,United Kingdom,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1974.0
SYN0195.X,SY0000000195,Synthetic Firm 0195,Turkey,Turkey,Healthcare,58.0,Healthcare Services,58.0,Healthcare Group,58.0,Healthcare Industry,58.0,Healthcare Activity,58.0,2020.0
SYN0196.X,SY0000000196,Synthetic Firm 0196,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1965.0
SYN0197.X,SY0000000197,Synthetic Firm 0197,Germany,Germany,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,2022.0
SYN0198.X,SY0000000198,Synthetic Firm 0198,Switzerland,Switzerland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1935.0
SYN0199.X,SY0000000199,Synthetic Firm 0199,Turkey,Turkey,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1922.0
SYN0200.X,SY0000000200,Synthetic Firm 0200,United Kingdom,United Kingdom,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1985.0
SYN0201.X,SY0000000201,Synthetic Firm 0201,Austria,Austria,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,2013.0
SYN0202.X,SY0000000202,Synthetic Firm 0202,Sweden,Sweden,Utilities,57.0,Utilities Services,57.0,Utilities Group,57.0,Utilities Industry,57.0,Utilities Activity,57.0,1949.0
SYN0203.X,SY0000000203,Synthetic Firm 0203,Germany,Germany,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1990.0
SYN0204.X,SY0000000204,Synthetic Firm 0204,Switzerland,Switzerland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1991.0
SYN0205.X,SY0000000205,Synthetic Firm 0205,Switzerland,Switzerland,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,0.0
SYN0206.X,SY0000000206,Synthetic Firm 0206,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1978.0
SYN0207.X,SY0000000207,Synthetic Firm 0207,Czechia,Czechia,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1972.0
SYN0208.X,SY0000000208,Synthetic Firm 0208,France,France,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1967.0
SYN0209.X,SY0000000209,Synthetic Firm 0209,United Kingdom,United Kingdom,Energy,54.0,Energy Services,54.0,Energy Group,54.0,Energy Industry,54.0,Energy Activity,54.0,2018.0
SYN0210.X,SY0000000210,Synthetic Firm 0210,Germany,Germany,Consumer Non-Cyclicals,52.0,Consumer Non-Cyclicals Services,52.0,Consumer Non-Cyclicals Group,52.0,Consumer Non-Cyclicals Industry,52.0,Consumer Non-Cyclicals Activity,52.0,1985.0
SYN0211.X,SY0000000211,Synthetic Firm 0211,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1969.0
SYN0212.X,SY0000000212,Synthetic Firm 0212,United Kingdom,United Kingdom,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,2008.0
SYN0213.X,SY0000000213,Synthetic Firm 0213,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1949.0
SYN0214.X,SY0000000214,Synthetic Firm 0214,United Kingdom,United Kingdom,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1936.0
SYN0215.X,SY0000000215,Synthetic Firm 0215,Australia,Australia,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1941.0
SYN0216.X,SY0000000216,Synthetic Firm 0216,Sweden,Sweden,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,1980.0
SYN0217.X,SY0000000217,Synthetic Firm 0217,United Kingdom,United Kingdom,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1999.0
SYN0218.X,SY0000000218,Synthetic Firm 0218,Russia,Russia,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1958.0
SYN0219.X,SY0000000219,Synthetic Firm 0219,Norway,Norway,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1995.0
SYN0220.X,SY0000000220,Synthetic Firm 0220,United Kingdom,United Kingdom,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1966.0
SYN0221.X,SY0000000221,Synthetic Firm 0221,Sweden,Sweden,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1903.0
SYN0222.X,SY0000000222,Synthetic Firm 0222,Switzerland,Switzerland,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1993.0
SYN0223.X,SY0000000223,Synthetic Firm 0223,France,France,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,1976.0
SYN0224.X,SY0000000224,Synthetic Firm 0224,Poland,Poland,Industrials,56.0,Industrials Services,56.0,Industrials Group,56.0,Industrials Industry,56.0,Industrials Activity,56.0,0.0
SYN0225.X,SY0000000225,Synthetic Firm 0225,Switzerland,Switzerland,Financials,50.0,Financials Services,50.0,Financials Group,50.0,Financials Industry,50.0,Financials Activity,50.0,1992.0
SYN0226.X,SY0000000226,Synthetic Firm 0226,Sweden,Sweden,Real Estate,55.0,Real Estate Services,55.0,Real Estate Group,55.0,Real Estate Industry,55.0,Real Estate Activity,55.0,1968.0
SYN0227.X,SY0000000227,Synthetic Firm 0227,Poland,Poland,Consumer Cyclicals,51.0,Consumer Cyclicals Services,51.0,Consumer Cyclicals Group,51.0,Consumer Cyclicals Industry,51.0,Consumer Cyclicals Activity,51.0,1966.0
SYN0228.X,SY0000000228,Synthetic Firm 0228,Sweden,Sweden,Technology,53.0,Technology Services,53.0,Technology Group,53.0,Technology Industry,53.0,Technology Activity,53.0,2018.0
SYN0229.X,SY0000000229,Synthetic Firm 0229,Netherlands,Netherlands,Basic Materials,59.0,Basic Materials Services,59.0,Basic Materials Group,59.0,Basic Materials Industry,59.0,Basic Materials Activity,59.0,1973.0
